teks_tweet,lokasi,created_at,username,lang
"Program Makan Bergizi Gratis (MBG) sukses menggerakkan ekonomi lokal! Dana Rp1 miliar per SPPG, triliunan rupiah berputar di daerah, ciptakan lapangan kerja, dan berdayakan produk lokal. https://t.co/EaIfLrXJud",,2026-03-20T11:57:16.000Z,Gen_cuan,in
"Presiden @prabowo menargetkan pertumbuhan ekonomi Indonesia mencapai 8% pada 2026 melalui penciptaan lapangan kerja masif dari program Makan Bergizi Gratis (MBG), Koperasi Desa Merah Putih, dan pembangunan satu juta rumah. Inisiatif ini diproyeksikan menyerap jutaan tenaga kerja https://t.co/kvIjRs7w1j",,2026-03-23T10:36:51.000Z,_Rizmaya__,in
"@txtdaricowok gapapa sih ngomong ky gtu, bukan hal yg berdosa buat org lain, lagipula ngapain dibikin ilfeel. Ilfeel tuh yg ngedate cuma mau ""makan bergizi gratis"" cuihhh",,2026-05-11T13:24:39.000Z,akuntangaje,in
"@Frieren_1995 @ardisatriawan Ya, benar berdasarkan pernyataan resmi. Kepala BGN Dadan Hindayana (25 Jan 2025) bilang serangga seperti belalang &amp; ulat sagu bisa jadi salah satu sumber protein di program Makan Bergizi Gratis (MBG), tapi hanya di daerah tertentu yang masyarakatnya sudah biasa makan itu, sesuai",,2026-03-22T13:57:11.000Z,grok,in
"Komisi X DPR RI memastikan program Makan Bergizi Gratis atau MBG tidak akan memotong anggaran pendidikan melainkan justru memperkuatnya demi masa depan cerah anak bangsa. #LanjutkanMBG

1 Syawal Tgl 21 Sidang #PROTECT_OUR_SEVEN https://t.co/6M3kdL6LGA",,2026-03-19T12:43:11.000Z,venusdocxx,in
"Badan Gizi Nasional (BGN) menerbitkan aturan baru yang mengatur penanganan sisa pangan, sampah dan air limbah domestik dalam pelaksanaan program Makan Bergizi Gratis (MBG) https://t.co/Mc3R3nqc8G",,2026-03-23T04:12:53.000Z,diyarablues,in
"Badan Gizi Nasional (BGN) menyatakan setiap Satuan Pelayanan Pemenuhan Gizi (SPPG) rata-rata menerima dana sekitar Rp1 miliar per bulan untuk menjalankan program Makan Bergizi Gratis (MBG), yang kemudian berputar di wilayah masing-masing. Kepala BGN… https://t.co/Hy80tdCoYu https://t.co/t5Go2nPLKR",,2026-03-19T10:02:22.000Z,Bisniscom,in
"Program Makan Bergizi Gratis hadir untuk rakyat Papua, mencetak generasi cerdas demi Indonesia yang lebih maju. Papua cerdas https://t.co/l2H5ooZ1Fq",,2026-03-23T03:43:08.000Z,tiaracandrii,in
"Tidak ada yang namanya makan siang gratis.” – Milton Friedman. 

Narasi “Gratis” dalam program Makan Bergizi seringkali mengaburkan realita bahwa program ini dibiayai oleh APBN, yang sumber utamanya adalah Pajak Rakyat. Ketika kita menyebutnya “Gratis”, seolah-olah negara sedang https://t.co/368ZuIk7H4",,2026-03-19T07:22:46.000Z,kenhans03,in
Presiden RI Prabowo Subianto mengungkapkan telah menutup sementara lebih dari 1.000 dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) dalam program Makan Bergizi Gratis (MBG) sebagai bagian dari upaya pembenahan kualitas layanan. Langkah ini diambil… https://t.co/whDmG6VpgT https://t.co/tLmwJsmkHN,,2026-03-20T03:40:12.000Z,Bisniscom,in
"Presiden RI Prabowo Subianto mengungkapkan, lebih dari 1.000 dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) dalam program Makan Bergizi Gratis (MBG) telah diberhentikan sementara atau di-suspend sebagai bagian dari upaya pembenahan kualitas layanan.

Prabowo menegaskan, kebijakan https://t.co/5wdNrEsZ7y",,2026-03-20T10:35:51.000Z,RadioElshinta,in
"Tak Gentar Kritik, Prabowo Pastikan Program Makan Bergizi Gratis Tetap Berlanjut https://t.co/BmOxyaK4gF",,2026-03-22T15:42:42.000Z,suaraglobalid,in
"Melalui Program Makan Bergizi Gratis, Papua semakin kuat dan cerdas menuju Indonesia maju. https://t.co/EeA2pnhj6g",,2026-03-23T03:42:50.000Z,tiaracandrii,in
"Miris! Pria di Limbangan Garut Labrak Sekolah Demi Jatah Makan Bergizi Gratis Siswa. 🍱🚨
Program Makan Bergizi Gratis (MBG) yang seharusnya menjadi penunjang gizi para siswa, justru memicu keributan di sebuah sekolah di Limbangan, Garut. Seorang pria terekam kamera melakukan adu https://t.co/85WBBoQDHM",,2026-03-22T15:14:49.000Z,monitorind,in
"Langkah Prabowo Subianto melalui program Makan Bergizi Gratis (MBG) menunjukkan keberpihakan nyata pada rakyat. Ketika anak-anak mendapatkan gizi yang cukup, sekolah menjadi tempat yang lebih menyenangkan dan penuh harapan bagi masa depan mereka. https://t.co/vGg3iDnRjW",,2026-03-14T03:44:28.000Z,Speedtrap_,in
"Program Makan Bergizi Gratis menjadi kunci bagi Papua yang sehat dan cerdas, menuju Indonesia maju. https://t.co/cRuyM86HcZ",,2026-03-23T03:42:27.000Z,tiaracandrii,in
"Program Makan Bergizi Gratis untuk ibu hamil, ibu menyusui, dan balita non PAUD (3B) terus diperkuat di Provinsi Banten. Data 2025 mencatat sasaran program ini meliputi 38.534 ibu hamil, 14.114 ibu pasca salin, dan 60.768 anak usia bawah dua tahun.
……………………………… https://t.co/EJuACrX0XY",,2026-03-13T17:30:50.000Z,banten_pemprov,in
Menteri Desa dan Pembangunan Daerah Tertinggal (Mendes PDT) Yandri Susanto menyatakan optimistis implementasi Program Makan Bergizi Gratis (MBG) berpotensi besar meningkatkan taraf hidup masyarakat desa. https://t.co/talBBmwkpE,,2026-03-22T03:47:58.000Z,diyarablues,in
"Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menyebut Program Makan Bergizi Gratis (MBG) yang diliburkan selama Idulfitri dapat menghemat anggaran beberapa triliun rupiah.

Purbaya merujuk kepada pernyataan Kepala Badan Gizi Nasional (BGN) Dadan Hindayana yang menyatakan https://t.co/ul9GeOgnza",,2026-03-20T04:06:47.000Z,Metro_TV,in
"Kasian juga liat Pak Prabowo, sebenernya niat beliau udah baik dengan mendorong perekonomian lokal sekaligus memperbaiki gizi anak lewat program Makan Bergizi Gratis (MBG). Hanya saja dalam konsep maupun pelaksanaannya, program ini sangat jauh dari harapan Bapak, entah petinggi https://t.co/zak0DpG3pO",,2026-03-15T02:06:29.000Z,saturglads,in
"Rp 335 triliun uang rakyat buat MBG di 2026 bukan angka receh. Ini duit segunung, bukan celengan warung. BGN gandeng Kejagung!
Pengawasan Kejaksaan jadi kunci, biar program ini gak berubah dari “Makan Bergizi Gratis” jadi “Makan Budget Gelap” https://t.co/RGXVIF3Odg",,2026-03-19T02:49:33.000Z,negativisme,in
"Program Makan Bergizi Gratis dinilai memiliki potensi besar dalam meningkatkan taraf hidup masyarakat desa. Selain mengatasi persoalan gizi, program ini juga membawa dampak sosial yang luas, mulai dari kesehatan hingga kesejahteraan keluarga di wilayah pedesaan https://t.co/IGeRrvOXRP",,2026-03-22T05:29:54.000Z,mspr404,in
"Presiden RI Prabowo Subianto mengungkapkan, lebih dari 1.000 dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) dalam program Makan Bergizi Gratis (MBG) telah diberhentikan sementara atau di-suspend sebagai bagian dari upaya pembenahan kualitas layanan.

Langkah ini diambil pemerintah https://t.co/iEUtWFUx70",,2026-03-20T01:08:28.000Z,garudatvnews,in
"Anggaran Makan Gratis Disunat, Pemilik Dapur di Ponorogo Catut Nama Menteri: JAKARTA - Badan Gizi Nasional (BGN) membongkar kecurangan fatal dalam program Makan Bergizi Gratis (MBG) yang mengorbankan kualitas nutrisi siswa di wilayah Jawa Timur. Seorang… https://t.co/pyypyFKUQV",,2026-03-17T00:37:35.000Z,GoRiauCom,in
"Badan Gizi Nasional (BGN) menerbitkan Peraturan BGN Nomor 1 Tahun 2026 yang mengatur penanganan sisa pangan, sampah, dan air limbah domestik dalam pelaksanaan Program Makan Bergizi Gratis (MBG).

Kepala BGN, Dadan Hindayana, menegaskan bahwa penerbitan regulasi ini menjadi https://t.co/VEXD9hMCgm",,2026-03-20T03:00:02.000Z,akuratco,in
"Presiden Prabowo yakini Program Makan Bergizi Gratis (MBG) mampu selamatkan ekonomi rakyat kecil lewat pemberdayaan UMKM &amp; petani lokal. 
​Simak analisisnya:
https://t.co/QBYU4O3LqL
​#NarayaPost #MBG #Ekonomi #Prabowo #BreakingNews #InfoNasional https://t.co/IVJ0WLHQBI",,2026-03-17T00:00:19.000Z,gisgiskaa,in
"Komisi X DPR memastikan program Makan Bergizi Gratis tidak akan mengurangi anggaran pendidikan nasional karena memiliki skema pendanaan tersendiri untuk mendukung kualitas belajar para siswa. 
#LanjutkanMBG

JDJG PRESSTOUR LOL26 HOPPERS X PPP FAMILY FBJSJM X LOL26 https://t.co/FtPpcsyQ4w",,2026-03-19T12:24:01.000Z,Lex_Ziger,in
"Program Makan Bergizi Gratis mengambil anggaran Rp 335 triliun. Sementara anggaran Koperasi Merah Putih mencapai Rp 117 triliun.   #Ekonomi #AdadiKompas

https://t.co/yZsbqT2xc8",,2026-03-18T02:04:41.000Z,hariankompas,in
"Pejabat tersebut akan ditugaskan memperkuat pengawasan anggaran program Makan Bergizi Gratis andalan Presiden Prabowo Subianto ini agar bebas dari korupsi. #Polhuk #AdadiKompas

https://t.co/vyAqVwHfmW",,2026-03-17T07:46:28.000Z,hariankompas,in
"Program Makan Bergizi Gratis di Kota Batu dipastikan tetap bergulir hingga menjelang libur panjang Lebaran. Sesuai Surat Edaran dari Badan Gizi Nasional, batas akhir penyaluran program ini dijadwalkan tepat pada 20 Maret https://t.co/vEIKKRBAIR",,2026-03-20T02:52:13.000Z,Mr_As_Opal,in
"Badan Gizi Nasional (BGN) melakukan konsolidasi dengan Pemerintah Kota (Pemkot) Depok serta validasi data penerima manfaat program Makan Bergizi Gratis (MBG) untuk memastikan program tepat sasaran, Senin (16/03/2026) di Aula Edelweis, lantai 5, Gedung Balai Kota Depok. https://t.co/0mnorQYYwV",,2026-03-17T10:52:47.000Z,Humas_depok,in
"Program Makan Bergizi Gratis (MBG) bukan sekadar soal makanan, tapi tentang memberi ruang bernapas dan harapan baru bagi anak sekolah. Dengan gizi yang terjaga, mereka bisa lebih fokus belajar tanpa beban, membangun fondasi kuat untuk masa depan Indonesia. https://t.co/9Wii32NZtR",,2026-03-20T05:30:36.000Z,oxrth_,in
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menyebut Program Makan Bergizi Gratis (MBG) yang diliburkan selama Idul Fitri dapat menghemat anggaran beberapa triliun rupiah.https://t.co/OHfuQ8BCyM,,2026-03-19T11:34:06.000Z,ANTARABengkulu,in
"Bersama Program Makan Bergizi Gratis, masa depan masyarakat Indonesia semakin maju dan bergenerasi hebat.
#FaktaIndonesia
#MakanBergiziGratis
#DukungMakanBergiziGratis
#DukungProgramMakanBergiziGratis https://t.co/YpUMAg0ZrS",,2026-03-21T01:46:20.000Z,TasyaFahira18,in
"@eggywaddle Selamat Sore Kak,
Mengenai program Makan Bergizi Gratis (MBG) di GrabFood, ini merupakan inisiatif CSR dari Grab, OVO, dan berbagai mitra swasta untuk mendukung program MBG sebagai salah satu program strategis nasional. (1/4)",,2026-03-17T08:58:58.000Z,GrabID,in
"Kepala Badan Gizi Nasional, Dadan Hindayana, memastikan anggaran untuk program makan bergizi gratis tidak mengalami pemangkasan. Alokasi dana tetap sebesar Rp335 triliun sebagai bentuk komitmen pemerintah dalam menjaga keberlanjutan program peningkatan gizi masyarakat. https://t.co/xFCI4xSV0a",,2026-03-18T04:00:01.000Z,idx_channel,in
"Kepala BGN: MBG Libur Selama Lebaran, Negara Hemat Rp 5 T 
          Kepala BGN mengumumkan libur program Makan Bergizi Gratis selama Lebaran, menghemat Rp 5 triliun. Program akan kembali normal pada 31 Maret.
       https://t.co/GV0G361Rj3 https://t.co/Q5cJ1cQUL6",,2026-03-17T07:16:36.000Z,tijabar,in
"Badan Gizi Nasional (BGN) menghentikan sementara penyaluran program Makan Bergizi Gratis (MBG) selama periode Lebaran 2026. Penyaluran untuk anak sekolah telah berakhir pada 13 Maret, sedangkan bagi ibu hamil, menyusui, dan balita berakhir pada 17 Maret. Program ini dijadwalkan https://t.co/urmzwRrrlo",,2026-03-18T06:08:12.000Z,kumparan,in
"Badan Gizi Nasional (BGN) akhirnya mengambil langkah drastis terhadap sembilan pengelola Satuan Pelayanan Pemenuhan Gizi (SPPG) di Kabupaten Gresik, Jawa Timur. Keputusan ini diambil menyusul viralnya menu “kelapa utuh” dalam program Makan Bergizi Gratis (MBG) yang memicu kritik https://t.co/5V1l8y24CZ",,2026-03-17T05:09:39.000Z,garudatvnews,in
"Dadan Hindayana Minta Eselon 2 Kejagung Jabat Inspektorat BGN Pusat 
          Kepala BGN Dadan Hindayana meminta Kejagung menugaskan pejabat eselon 2 untuk memperkuat pengawasan program Makan Bergizi Gratis di Inspektorat BGN.
       https://t.co/GV0G361Rj3 https://t.co/qx8ThP88d2",,2026-03-17T06:46:42.000Z,tijabar,in
"Badan Gizi Nasional (BGN) menghentikan sementara 62 Satuan Pelayanan Pemenuhan Gizi (SPPG) karena menu Program Makan Bergizi Gratis tidak sesuai pagu anggaran selama Ramadhan 2026. 

Selengkapnya https://t.co/O63mC46DnE

#BGN #SPPG #Anggaran #Aktualcom https://t.co/S7y8LxJAfc",,2026-03-18T10:40:26.000Z,aktualofficial,in
Ekonom Ungkap Masalah di Balik Program Makan Bergizi Gratis https://t.co/zjXwoNW4A9 lewat @owritedotid,,2026-03-17T05:03:10.000Z,owritedotid,in
"Beredar narasi yang menyebut anggaran konsumsi di Badan Gizi Nasional (BGN) sebagai bagian dari dana program MBG. Faktanya, anggaran tersebut merupakan konsumsi internal lembaga, bukan alokasi untuk program Makan Bergizi Gratis bagi masyarakat. https://t.co/6986ZAxb8N",,2026-03-15T08:35:16.000Z,piratesss_,in
"Mensesneg Prasetyo Hadi memastikan anggaran program Makan Bergizi Gratis dan Koperasi Desa Merah Putih tidak akan dipotong meskipun ada wacana efisiensi akibat konflik di Timur Tengah. Untuk menjaga defisit APBN tetap di bawah 3%, pemerintah akan memangkas anggaran lain yang https://t.co/DOZaxhxy7k",,2026-03-17T11:55:51.000Z,kompascom,in
"BGN Liburkan Program Makan Bergizi Gratis Selama Lebaran, Hemat Anggaran Rp5 Triliun https://t.co/n5MYV6eQxp https://t.co/Bt7hTZcpMV",,2026-03-18T03:02:08.000Z,PunggawaNews,in
"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto memastikan program Makan Bergizi Gratis (MBG) dan Koperasi Desa Merah Putih tidak terdampak kebijakan efisiensi anggaran. 

https://t.co/nJeoXp8Rdt",,2026-03-17T06:39:09.000Z,Metro_TV,in
"Prabowo Ungkap 1.000 Lebih Dapur MBG Di-suspend karena Bermasalah, Pemerintah Perketat Standar

Jakarta - Presiden RI Prabowo Subianto mengungkapkan, lebih dari 1.000 dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) dalam program Makan Bergizi Gratis (MBG) telah diberhentikan https://t.co/hhZdXOcrW8",,2026-03-19T15:35:33.000Z,RadioElshinta,in
"Program Makan Bergizi Gratis (MBG) di Pamekasan menjadi sorotan setelah beredar video yang menampilkan menu lele yang diduga masih mentah di salah satu sekolah. Menyikapi laporan tersebut, Badan Gizi Nasional (BGN) memutuskan menghentikan sementara operasional Satuan Pelayanan https://t.co/aYE9XZCWcm",,2026-03-12T05:35:05.000Z,IDNTimes,in
"Presiden Prabowo Subianto menegaskan peran strategis Program Makan Bergizi Gratis (MBG) dalam memperkuat pertumbuhan ekonomi di akar rumput.

Presiden Prabowo menilai krisis global yang tengah dihadapi justru mempercepat langkah-langkah pemerintah dalam menggerakkan sektor https://t.co/pQ0K3qcmEb",,2026-03-17T01:00:01.000Z,akuratco,in
"Dukung Program Makan Bergizi Gratis, Makan Bergizi Gratis Mensejahterakan Kita Semua. Program Makan Bergizi Gratis Mampu Menumbuhkan Ekonomi Kerakyatan dan Ketahanan Pangan.

#MBG #fyp https://t.co/XYjm9Ochmo",,2026-03-18T06:04:11.000Z,sisigelap404,in
"Kepala Badan Gizi Nasional (BGN) Dadan Hindayana menyatakan meliburkan sementara program Makan Bergizi Gratis (MBG) selama Idulfitri 2026 mampu menghemat anggaran hingga sekitar Rp5 triliun.

""Tentu saja. Ya, kurang lebih Rp5 triliun ya dihemat dengan seperti itu,"" kata Dadan. https://t.co/XK456D8X8j",,2026-03-18T09:15:20.000Z,SINDOnews,in
"Program Makan Bergizi Gratis (MBG) panen sorotan di Desa Bantar Jaya, Kecamatan Rancabungur, Kabupaten Bogor, aktivitas SPPG Bantajaya 03 dinilai tidak pada tempatnya. 

Dari Instagram [at]rancabungurupdate, pada Rabu, 18 Maret 2026, memperlihatkan dugaan penggunaan area masjid https://t.co/9mr9grx7VV",,2026-03-18T04:02:09.000Z,groobaag,in
"Badan Gizi Nasional (BGN) melibatkan unsur dari Kejaksaan Agung Republik Indonesia untuk memperkuat pengawasan penggunaan anggaran program Makan Bergizi Gratis (MBG).

Pemerintah menetapkan anggaran program MBG sebesar Rp335 triliun dalam APBN 2026.

Kepala BGN, Dadan Hindayana, https://t.co/QXh7ct16wi",,2026-03-18T04:53:15.000Z,tribunnews,in
"Tolong di bantu. Agak program MBG ini tidak mengorbankan banyak orang . 
 #MBG 
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/D1QtHUj9qw via @ChangeOrg_ID https://t.co/UrHR27KGyr",,2026-03-12T04:35:01.000Z,trudday,in
"Guys ini data dari Badan Gizi Nasional yang bikin gw tidak bisa diam.
Program namanya Makan Bergizi Gratis. Tapi lihat grafik belanjanya di 2025.
Kendaraan 1,39 triliun. 
SPPG 1,26 triliun. 
Perangkat keras dan komputer 830 miliar. 
Pakaian 622 miliar. 
Pelatihan dan sosialisasi",,2026-03-14T07:32:22.000Z,LambeSahamjja,in
"Badan Gizi Nasional (BGN) mendapati adanya pemilik Satuan Pelayanan Pemenuhan Gizi (SPPG) yang curang dengan memotong bujet program Makan Bergizi Gratis (MBG) dari Rp 10.000 per porsi menjadi Rp 6.500 per porsi.

Baca di sini: https://t.co/KNHIVbemX4

~AA #BGN #MBG #SPPG https://t.co/LCn5tbHLCh",,2026-03-17T00:04:09.000Z,kompascom,in
"Sejumlah tenaga pendidik dan siswa dari beberapa lembaga pendidikan di Distrik Teluk Kimi, Kabupaten Nabire, Provinsi Papua Tengah, menjalani perawatan medis setelah mengalami gejala yang diduga berkaitan dengan keracunan makanan dari program Makan Bergizi Gratis (MBG). https://t.co/lCIhYODAef",,2026-03-13T15:04:45.000Z,ferizandra,in
"𝗣𝗿𝗼𝗴𝗿𝗮𝗺 𝗠𝗕𝗚 𝗗𝗼𝗻𝗴𝗸𝗿𝗮𝗸 𝗣𝗿𝗼𝗱𝘂𝗸𝘀𝗶 𝗞𝗲𝗿𝗶𝗽𝗶𝗸 𝗱𝗶 𝗞𝗮𝗺𝗽𝘂𝗻𝗴 𝗧𝗲𝗺𝗽𝗲 𝗡𝗴𝗮𝘄𝗶, 𝗞𝗲𝗯𝘂𝘁𝘂𝗵𝗮𝗻 𝗧𝗲𝗺𝗽𝗲 𝗖𝗮𝗽𝗮𝗶 𝟵𝟬 𝗞𝗴

Program Makan Bergizi Gratis (MBG) yang digagas pemerintahan Presiden RI Prabowo Subianto memberikan manfaat https://t.co/PmWmjLA8MF",,2026-03-13T13:56:07.000Z,garudatvnews,in
"Ini serius ?
Video kapan ini ?

Program Makan Bergizi Gratis (MBG) yang diharapkan membantu pemenuhan gizi masyarakat justru menuai sorotan di Desa Bantar Jaya, Kecamatan Rancabungur, Kabupaten Bogor. Warga memprotes aktivitas dapur SPPG Bantajaya 03 yang diduga mencuci ayam di https://t.co/wX0vIghwuq",,2026-03-17T08:59:54.000Z,kenhans03,in
"Program Makan Bergizi Gratis (MBG) dinilai tetap penting, tapi bisa lebih efisien

Menteri Keuangan Purbaya Yudhi Sadewa menyebut anggaran Rp335 triliun masih punya ruang untuk dihemat, tanpa mengurangi manfaat bagi masyarakat. Fokusnya ada pada perbaikan cara belanja agar https://t.co/4AqAhn5111",,2026-03-17T07:23:21.000Z,antmegapolitan,in
"BGN mengklaim penghematan sekitar Rp 5 triliun setelah program Makan Bergizi Gratis dihentikan sementara selama libur Lebaran 2026. Program MBG dijadwalkan kembali berjalan pada 31 Maret.

Baca selengkapnya: https://t.co/behcK18fji

~RK #BGN #MBG #Lebaran https://t.co/p81NueooET",,2026-03-17T08:46:12.000Z,kompascom,in
"BGN menyebut 32.000 PPPK telah resmi diangkat dan menerima gaji. Mereka sudah menerima SK dan mulai bekerja di berbagai daerah. Kehadiran PPPK ini untuk memperkuat pengawasan program Makan Bergizi Gratis.

Baca selengkapnya: https://t.co/Isz5ylBCCf

~RK #BGN #PPPK #MBG https://t.co/0olZ4Qjnu4",,2026-03-17T09:09:17.000Z,kompascom,in
"Selama libur Lebaran, Program Makan Bergizi Gratis (MBG) dihentikan sementara. Anak sekolah tidak menerima layanan sejak 13–30 Maret 2026, sementara ibu hamil, menyusui, dan balita mulai 17–30 Maret 2026.

Kepala BGN Dadan Hindayana menegaskan kebijakan ini bisa menghemat https://t.co/65EqYgtBCy",,2026-03-17T10:21:31.000Z,tribunnews,in
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/i6h90cbXTB lewat @ChangeOrg_ID,,2026-03-11T18:47:02.000Z,marahmarahinelu,in
"Dukung Program Makan Bergizi Gratis. Program Makan Bergizi Gratis (MBG) Tidak Hanya Berdampak Pada Peningkatan Gizi Anak, Tetapi Juga Mendorong Perputaran Ekonomi Lokal Melalui Pelibatan UMKM dan Petani Setempat.

#MBG #fyp https://t.co/t2elPi9shV",,2026-03-18T06:05:39.000Z,omongkosong404,in
"Melalui program Makan Bergizi Gratis (MBG), pemerintah menjamin asupan nutrisi optimal bagi pembangunan SDM di pelosok Papua, mencetak generasi sehat dan produktif menuju Indonesia Emas 2045.
#IndonesiaEmas2045 #MBGPapua #MakanBergiziGratis #PapuaSehat https://t.co/WeDVN54K25",,2026-03-17T09:25:54.000Z,MakanSagoo,in
"Termasuk program prioritas yang tak akan dipangkas adalah program Makan Bergizi Gratis (MBG) serta Koperasi Desa Merah Putih (Kopdes Merah Putih/KDMP).

Baca di sini: https://t.co/MQM67qTfjh

~AA #MBG #Anggaran #Kopdes https://t.co/DUPSnABbf8",,2026-03-17T00:46:53.000Z,kompascom,in
"APBN 2026 diklaim sebagai anggaran pendidikan tertinggi sepanjang sejarah — namun hampir separuhnya terserap oleh program Makan Bergizi Gratis yang justru tidak menyasar daerah dengan stunting tertinggi. Di saat transfer ke daerah dipangkas 19,8% dan dividen BUMN anjlok 97,9% https://t.co/opB7E1FDOJ",,2026-03-16T05:47:34.000Z,lab45_,in
"Suka ngakak balesin satu persatu ok melihat reaksi bbrp akun di X-land soal program Makan Bergizi Gratis.
Kalau anak sekolah datang ke kelas tanpa sarapan, mereka bilang negara gagal.

Ketika negara mencoba memberi makan anak sekolah, mereka bilang proyek, korupsi, buzzer,",,2026-03-15T07:10:48.000Z,kangdede78,in
"Manfaat Nyata Dari Koperasi Merah Putih!

Koperasi Merah Putih Pasok Bahan Baku MBG di Pasuruan, Ekonomi Desa Mulai Berputar

Program Koperasi Merah Putih di Kabupaten Pasuruan mulai menunjukkan perannya dalam mendukung program Makan Bergizi Gratis (MBG).

Melalui Koperasi https://t.co/K8fiEsvSjK",,2026-03-13T10:29:43.000Z,Netizen_bawel,in
"Acha Septriasa Dikritik Warganet Usai Singgung Program MBG, Publik Soroti Manfaat bagi Keluarga Kurang Mampu

Pernyataan aktris Acha Septriasa mengenai polemik program Makan Bergizi Gratis (MBG) memicu perdebatan luas di media sosial. Program MBG yang menjadi salah satu kebijakan https://t.co/n3UttZ0q2G",,2026-03-16T03:30:00.000Z,akuratco,in
"Dukung Program Makan Bergizi Gratis. Program Makan Bergizi Gratis (MBG) Tidak Hanya Berdampak Pada Peningkatan Gizi Anak, Tetapi Juga Mendorong Perputaran Ekonomi Lokal Melalui Pelibatan UMKM dan Petani Setempat.

#MBG #fyp https://t.co/lpNpUBGOUs",,2026-03-16T02:05:33.000Z,sisigelap404,in
"Anak-anak di pesisir Danau Sentani kini menyambut speed boat pengantar Makan Bergizi Gratis dengan penuh antusias. 🚤🍱

Program ini sudah menjangkau 2.955 penerima manfaat di 29 sekolah dan 9 posyandu di Kabupaten Jayapura.

Anak-anak jadi lebih rajin sekolah, gizi terpenuhi, https://t.co/tLvUN3GZ4L",,2026-03-14T06:53:53.000Z,BangPino__,in
"KNPI Pandeglang Soroti Dugaan Penyimpangan Program Makan Bergizi Gratis, Gelar Aksi di Kantor Badan Gizi Nasional https://t.co/LTNPT85xD1",,2026-03-13T11:51:29.000Z,rndy25994858,in
"Badan Gizi Nasional (BGN) hemat anggaran Rp5 triliun selama libur Lebaran 2026 karena program Makan Bergizi Gratis (MBG) sementara tidak berjalan. Langkah efisiensi ini diambil sebagai bentuk empati di tengah situasi krisis.

Selengkapnya: https://t.co/ujfDdAbPXS https://t.co/h0wLvPwQtX",,2026-03-17T07:53:41.000Z,samudrafakta77,in
"Wakil Bupati TTU mendorong pertanian yang produktif, untuk memenuhi kebutuhan pelaksanaan program Makan Bergizi Gratis.
Menurut Wabup; masyarakat wajib menanam tanaman produktif secara terpola, konsep besar program ini adalah untuk menjumpai kebutuhan bahan baku MBG. https://t.co/EcKbXxBKAY",,2026-03-16T03:20:00.000Z,RanikaAnanda,in
"PT Agrinas Jaladri Nusantara (Persero) berambisi memiliki 1.500 kapal baja untuk mendukung program Makan Bergizi Gratis. Namun, terdapat sejumlah tantangan. #Ekonomi #AdadiKompas

https://t.co/PtcXXnvU7s",,2026-03-16T02:09:28.000Z,hariankompas,in
"program makan bergizi gratis bukan cuma bantu anak-anak dapat asupan sehat, tapi juga ngangkat ekonomi petani dan pedagang. di boyolali aja permintaan sayur naik sampai 15%. bukti kalau kebijakan yang tepat bisa bikin banyak sektor ikut bergerak. 🌱 https://t.co/QrE5lwBIJC",,2026-03-16T04:10:16.000Z,neng6mei,in
Program Makan Bergizi Gratis Dorong UMKM Lokal Dapur MBG di Kota Serang Wajib Gunakan Produk UMKM https://t.co/MAafVnnQxJ,,2026-03-12T19:19:01.000Z,KabarBanten72,in
"Saat defisit APBN 2026 berisiko melebar, program Makan Bergizi Gratis dan Koperasi Merah Putih tak tersentuh penghematan.  #Ekonomi #AdadiKompas  
  
https://t.co/TxUAruJjBD",,2026-03-17T01:46:36.000Z,KompasData,in
"Saat defisit APBN 2026 berisiko melebar, program Makan Bergizi Gratis dan Koperasi Merah Putih tak tersentuh penghematan.  #Ekonomi #AdadiKompas

https://t.co/h9MmbZrRAz",,2026-03-17T01:59:36.000Z,kompas_urbana,in
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/DDOQrQxI4b via @ChangeOrg_ID,,2026-03-13T07:21:43.000Z,ra_wita_fk,in
"Lagi MBG buah berulat disajikan untuk anak anak 😭

Program Makan Bergizi Gratis (MBG) yang selayaknya untuk memperbaiki gizi anak-anak usia sekolah, semakin lama menjadi ajang mencari untung yang sebesar-besarnya.

Banyak Yayasan Satuan Pelayanan Pemenuhan Gizi (SPPG) yang https://t.co/MvuHpm6feR",,2026-03-12T10:14:29.000Z,IndonesiaFedera,in
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/9EDZxpR3bK via @ChangeOrg_ID,,2026-03-11T16:11:47.000Z,imyouhei,in
